# enr, rho, sig_rho for thorConSalt
0.00710000	-810663.87	  34.4
0.25000000	   7862.12	  97.7
0.24772624	   7548.65	  77.9
0.24556509	   7471.66	  98.3
0.24136344	   6959.43	  84.9
0.23380413	   6070.65	  82.0
0.22139233	   4601.09	  81.8
0.20426963	   2151.68	  81.8
0.19016936	   -218.28	  92.8
0.19265792	    438.07	  85.4
0.19175526	    210.56	  90.2
